charityID,charityNumFilings,designationID,categoryID,charityName,charityAccount,charityRegistrationDate,charityLanguage,charityAddress,charityCity,provinceID,charityPostalCode,countryID,charityContactPhone,charityEmail,charityURL
871369245RR0001,11,C,C170-1,NILE CREEK ENHANCEMENT SOCIETY,NILE CREEK ENHANCEMENT SOCIETY,1997-04-01,1,PO BOX 116,BOWSER,BC,V0R1G0,CA,(250)757-8775,NILE.CREEK@SHAW.CA,WWW.NILECREEK.ORG
871440103RR0001,4,C,C170-1,Les amis du Parc provincial Saint-Malo inc. / The Friends ofSt. Malo Provincial Park Inc.,LES AMIS DU PARC PROVINCIAL SAINT-MALO INC./THE FRIENDS OF ST-MALO PROVINCIAL PARK INC.,2007-03-01,1,CP 456,ST-MALO,MB,R0A1T0,CA,(204)990-9998,FRIENDSOFSTMALOPARK@GMAIL.COM,FRIENDSOFSTMALOPARK.COM
871738472RR0001,5,C,C170-1,TROUT RIVER ENVIRONMENTAL COMMITTEE INCORPORATED,Trout River Environmental Committee Incorporated,2019-04-01,1,PO BOX 34,HUNTER RIVER,PE,C0A1N0,CA,,troutriverec@gmail.com,
871818647RR0001,10,C,C170-1,SOCIETE DE CONSERVATION DES ILES-DE-LA-MADELEINE,Societe de conservation des Iles-de-la-Madeleine,1998-01-01,2,CP 5137 SUCC PRINCIPAL,L'ETANG-DU-NORD,QC,G4T3Z8,CA,(418)986-6644,SOCIETEDECONSERVATIONDESILES@YAHOO.CA,
872138938RR0001,11,C,C170-1,LAKE HURON COASTAL CENTRE,LAKE HURON CENTRE FOR COASTAL CONSERVATION,1999-01-01,1,"PO BOX 477 STATION MAIN, 35 EAST STREET",GODERICH,ON,N7A4C7,CA,(226)421-3029,COASTALCENTRE@LAKEHURON.CA,WWW.LAKEHURON.CA
872463807RR0001,10,C,C170-99,TORONTO ORNITHOLOGICAL CLUB,TORONTO ORNITHOLOGICAL CLUB,2004-07-08,1,"ROYAL ONTARIO MUSEUM, 100 QUEEN'S PARK CRES.",TORONTO,ON,M5S2C6,CA,(416)239-5615,TREASURER@TORONTOBIRDING.CA,WWW.TORONTOBIRDING.CA
872472568RR0001,11,C,C170-1,Canadian Biosphere Regions Association,CANADIAN BIOSPHERE RESERVES ASSOCIATION/L'ASSOCIATION CANADIENNE DES RESERVES DE LA BIOSPHERE,1999-04-12,1,PO BOX 662 STN MAIN,PARRY SOUND,ON,P2A2Z1,CA,(450)467-4010,ERIC@CENTRENATURE.QC.CA,WWW.BIOSPHERECANADA.CA
872811807RR0001,11,C,C170-1,WESTERN ENVIRONMENT CENTRE INC.,WESTERN ENVIRONMENT CENTRE INC.,2006-04-01,1,103 - 50 MAIN ST,CORNER BROOK,NL,A2H1C4,CA,(709)640-1734,INFO@WECNL.CA,WWW.WECNL.CA
872885066RR0001,10,C,C170-1,SUSTAINABLE CALGARY SOCIETY,SUSTAINABLE CALGARY SOCIETY,1999-01-01,1,201-1225A KENSINGTON RD NW,CALGARY,AB,T2N3P8,CA,(403)270-0777,INFO@SUSTAINABLECALGARY.ORG,SUSTAINABLECALGARY.ORG
872988381RR0001,10,C,C170-1,FRIENDS OF FOLEY MOUNTAIN,FRIENDS OF FOLEY MOUNTAIN,2000-01-01,1,PO BOX 5,WESTPORT,ON,K0G1X0,CA,(613)273-2398,,WWW.RVCA.CA
873499966RR0001,2,C,C170-1,Accès Fleuve / Comité Zone d'Intervention Prioritaire (ZIP) Ville-Marie,Accès Fleuve / Comité Zone d'Intervention Prioritaire (ZIP) Ville-Marie,2013-12-13,2,2 - 3626 RUE DROLET,MONTREAL,QC,H2X3H6,CA,,,
873629224RR0001,1,C,C170-99,CHILLIWACK RIVER ACTION COMMITTEE,CHILLIWACK RIVER ACTION COMMITTEE,2002-04-03,1,48665 CHILLIWACK LAKE ROAD,CHILLIWACK,BC,V4Z1A6,CA,(604)858-3257,DFLAMSON@SHAW.CA,INFO@FISHINGWITHROD.COM/CRAC
873652861RR0001,11,C,C170-1,SQUAMISH RIVER WATERSHED SOCIETY,Squamish River Watershed Society,2011-09-21,1,PO BOX 1791,SQUAMISH,BC,V8B0B3,CA,(604)898-9171,TOBE@SHAW.CA,WWW.SQUAMISHWATERSHED.COM
873847966RR0001,11,C,C170-1,BURKE MOUNTAIN NATURALISTS (B.M.N.) SOCIETY,BURKE MOUNTAIN NATURALISTS (B.M.N.) SOCIETY,1997-07-30,1,PO BOX 52540 RPO COQUITLAM,COQUITLAM,BC,V3B7J4,CA,(604)937-3483,,WWW.BMN.BC.CA
874002074RR0001,4,C,C170-1,ASSOCIATION DE PROTECTION DE L'ENVIRONNEMENT DU LAC ROCHER,Association de protection de l'environnement du Lac Rocher,2020-10-05,2,30 RUE LAMARCHE,SAINTE-MELANIE,QC,J0K3A0,CA,(438)889-3969,apelrocher@outlook.com,
874050404RR0001,11,C,C170-1,GROUPE DU BASSIN VERSANT DE LA REGION DE CAP-PELE INC.,Groupe du bassin versant de la région de Cap-Pelé Inc.,2013-07-09,2,2647 CH ACADIE,CAP-PELE,NB,E4N1C2,CA,(506)577-2071,INFO@VISIONH2O.COM,WWW.VISIONH2O.COM
874954225RR0001,10,C,C170-1,MEDUXNEKEAG RIVER ASSOCIATION INC.,MEDUXNEKEAG RIVER ASSOCIATION INC.,2002-04-17,1,733 MAIN ST UNIT 1,WOODSTOCK,NB,E7M2E6,CA,(506)325-1100,,
874960925RR0001,10,C,C170-1,MISSION ENVIRONMENTAL STEWARDSHIP SOCIETY,Mission Environmental Stewardship Society,2002-07-05,1,PO BOX 20115 RPO HILLS,MISSION,BC,V2V7P8,CA,(778)548-5633,info@messociety.ca,www.messociety.ca
875209793RR0001,11,C,C170-1,SOUTHEAST ENVIRONMENTAL ASSOCIATION LIMITED,SOUTHEAST ENVIRONMENTAL ASSOCIATION LIMITED,2003-03-21,1,"41 WOOD ISLANDS HILL ACCESS, P.O. BOX 1500",MONTAGUE,PE,C0A1R0,CA,(902)838-3351,,
875404063RR0001,11,C,C170-1,CONSERVATION DE LA NATURE - QUEBEC,CONSERVATION DE LA NATURE - QUEBEC,2005-09-14,2,"55 AVENUE DU MONT-ROYAL OUEST, BUREAU 1000",MONTREAL,QC,H2T2S6,CA,(514)876-1606,,
875489114RR0001,11,C,C170-1,SEINE RAT ROSEAU WATERSHED DISTRICT,SEINE RAT ROSEAU WATERSHED DISTRICT,2005-11-30,1,154 FRIESEN AVE,STEINBACH,MB,R5G0T5,CA,(204)424-5845,finance@srrcd.ca,WWW.SRRCD.CA
875738221RR0001,10,B,C170-1,Centre d'intendance Écologique Latreille (CIEL),CENTRE D'INTENDANCE ECOLOGIQUE LATREILLE (CIEL),1999-01-01,2,4985 MONTEE QUESNEL,ST-ANICET,QC,J0S1M0,CA,(450)264-5860,ciel@ciel-eco.com,WWW.CIEL-ECO.ORG
876633074RR0001,11,C,C170-1,MINNOW LAKE RESTORATION GROUP INC,MINNOW LAKE RESTORATION GROUP INC,1998-01-01,1,1439 BANCROFT DRIVE,SUDBURY,ON,P3B1R6,CA,(705)560-6087,CAN.MINNOWLAKE@GMAIL.COM,WWW.MINNOWLAKE.CA
877193821RR0001,10,C,C170-1,ECOLOGOS ENVIRONMENTAL ORGANIZATION,ECOLOGOS ENVIRONMENTAL ORGANIZATION,2000-06-29,1,"3003 DANFORTH AVENUE, PO BOX 93648",TORONTO,ON,M4C1M9,CA,(647)347-1004,INFO@UNIVERSARIUM.NET,
877252098RR0001,10,C,C170-1,CALGARY CHAPTER PHEASANTS FOREVER CANADA SOCIETY,CALGARY CHAPTER PHEASANTS FOREVER CANADA SOCIETY,2005-06-30,1,BOX 5021 STATION A,CALGARY,AB,T2H1X1,CA,(403)995-9960,PERRYMCCORMICK@SHAW.CA,WWW.PFCALGARY.CA
877272690RR0001,11,C,C170-1,ALBERTA LAKE MANAGEMENT SOCIETY,ALBERTA LAKE MANAGEMENT SOCIETY,2001-04-01,1,PO BOX 4283 STN SOUTH,EDMONTON,AB,T6E4T3,CA,(780)702-2567,INFO@ALMS.CA,WWW.ALMS.CA
877734418RR0001,7,C,C170-1,Organisme de Bassin Versant de la Yamaska,Organisme de Bassin Versant de la Yamaska,2018-01-01,2,201-160 RUE COWIE,GRANBY,QC,J2G3V3,CA,,,
877861161RR0001,11,C,C170-1,CROOKED CREEK CONSERVANCY SOCIETY OF ATHABASCA,CROOKED CREEK CONSERVANCY SOCIETY OF ATHABASCA,1998-05-01,1,BOX 2072,ATHABASCA,AB,T9S2B6,CA,(780)675-9197,RENEAVES@TELUS.NET,CROOKEDCREEKCONSERVANCY.WORDPRESS.COM
878049360RR0001,10,C,C170-1,CENTRAL LAKE ONTARIO CONSERVATION FUND,CENTRAL LAKE ONTARIO CONSERVATION FUND,1997-05-06,1,100 WHITING AVENUE,OSHAWA,ON,L1H3T3,CA,,RCATULLI@CLOCA.COM,
878052158RR0001,10,C,C170-1,ALEX WILSON COMMUNITY GARDEN CORPORATION,ALEX WILSON COMMUNITY GARDEN CORPORATION,1998-01-01,1,319 - 192 SPADINA AVE,TORONTO,ON,M5T2C2,CA,(416)364-7405,INFO@ALEXWILSONGARDEN.CA,ALEXWILSONGARDEN.CA
878183029RR0001,10,C,C170-1,QUINTE CONSERVATION ASSOCIATION,QUINTE CONSERVATION ASSOCIATION,2000-01-01,1,2061 OLD HWY 2,BELLEVILLE,ON,K8N4Z2,CA,(613)968-3434,TSMITH@QUINTECONSERVATION.CA,WWW.QUINTECONSERVATION.CA
878511369RR0001,11,C,C170-1,REGINA HORTICULTURAL SOCIETY INC,REGINA HORTICULTURAL SOCIETY INC.,1999-03-01,1,5847 KIEV BAY,REGINA,SK,S4X4C5,CA,(306)585-1649,REGINAHORTSOCIETY@GMAIL.COM,WWW.REGINAHORTSOCIETY.CA
878591007RR0001,10,C,C170-1,MISSISSIPPI MADAWASKA LAND TRUST,Mississippi Madawaska Land Trust,2004-01-01,1,10970 HIGHWAY 7,CARLETON PLACE,ON,K7C3P1,CA,(613)253-2722,ADMIN@MMLT.CA,MMLT.CA
878822501RR0001,7,C,C170-1,SOCIETE DE CONSERVATION DU CORRIDOR NATUREL DE LA RIVIERE AU SAUMON (S.C.C.N.R.S.),SOCIETE DE CONSERVATION DU CORRIDOR NATUREL DE LA RIVIERE AU SAUMON (S.C.C.N.R.S.),2017-08-30,2,116 MONTEE DU HAVRE,ORFORD,QC,J1X0C3,CA,(819)563-2487,,WWW.SCCNRS.CA
879086718RR0001,10,C,C170-1,KAWARTHA LAND TRUST,Kawartha Land Trust,2002-01-01,1,P.O. BOX 2338,PETERBOROUGH,ON,K9J7Y8,CA,(705)743-5599,INFO@KAWARTHATLANDTRUST.ORG,WWW.KAWARTHALANDTRUST.ORG
879127405RR0001,10,C,C170-1,LAKE VERNON ENVIRONMENTAL ASSOCIATION,LAKE VERNON ENVIRONMENTAL ASSOCIATION,2003-08-11,1,47 TIPPER LANE,HUNTSVILLE,ON,P1H2J2,CA,(705)349-0522,SONDRA.V@ME.COM,
879416378RR0001,10,C,C170-1,RIDING MOUNTAIN BIOSPHERE RESERVE INC,Riding Mountain Biosphere Reserve Inc.,2013-08-21,1,BOX 232,ONANOLE,MB,R0J1N0,CA,(204)636-2085,RMBR@MYMTS.NET,WWW.RMBR.CA
879983161RR0001,2,C,C170-2,"VIVRE EN VILLE; LE REGROUPEMENT POUR LE DEVELOPPEMENT URBAIN, RURAL ET VILLAGEOIS VIABLE","Vivre En Ville; le regroupement pour le développement urbain, rural et villageois viable",2022-09-14,2,311 - 870 AV DE SALABERRY,QUEBEC,QC,G1R2T9,CA,,,
881212419RR0001,10,C,C170-1,CROWSNEST CONSERVATION SOCIETY,Crowsnest Conservation Society,2009-07-06,1,P.O. BOX 242,BLAIRMORE,AB,T0K0E0,CA,(403)753-2040,OFFICE@CROWSNESTCONSERVATION.CA,WWW.CROWSNESTCONSERVATION.CA
881547491RR0001,11,C,C170-1,THE WEASELHEAD/GLENMORE PARK PRESERVATION SOCIETY,THE WEASELHEAD/GLENMORE PARK PRESERVATION SOCIETY,2005-07-01,1,PO BOX 36032 RPO LAKEVIEW,CALGARY,AB,T3E7C6,CA,(403)200-7738,WEASEL@THEWEASELHEAD.COM,WWW.THEWEASELHEAD.COM
882212186RR0001,10,C,C170-1,Société de conservation des milieux humides du Québec,SOCIETE DE CONSERVATION DES MILIEUX HUMIDES DU QUEBEC,1998-04-01,2,2174 18E RUE,QUEBEC,QC,G1J2A7,CA,(418)529-5558,SCMHQ@SCMHQ.CA,WWW.SCMHQ.CA
882556426RR0001,11,C,C170-1,THE SALMO WATERSHED STREAMKEEPERS SOCIETY,THE SALMO WATERSHED STREAMKEEPERS SOCIETY,1998-04-08,1,BOX 718,SALMO,BC,V0G1Z0,CA,(250)357-2630,ADMIN@STREAMKEEPERS.BC.CA,WWW.STREAMKEEPERS.BC.CA
882577521RR0001,11,C,C170-1,WEST ELGIN NATURE TRUST,WEST ELGIN NATURE TRUST,2000-07-01,1,PO BOX 532,RODNEY,ON,N0L2C0,CA,(519)785-0176,WILMAR@AMTELECOM.NET,
882873318RR0001,11,C,C170-99,GRAND FORKS COMMUNITY TRAILS SOCIETY,GRAND FORKS COMMUNITY TRAILS SOCIETY,2002-04-01,1,PO BOX 2921,GRAND FORKS,BC,V0H1H0,CA,(250)442-2620,CHRIS.MOSLIN@GMAIL.COM,WWW.GFTRAILS.CA
883407207RR0001,11,C,C170-99,PENINSULA LAKE ASSOCIATION,PENINSULA LAKE ASSOCIATION,2004-07-08,1,1155 MAPLEHURST DR.,HUNTSVILLE,ON,P1H2J6,CA,(705)635-9802,,WWW.PENLAKE.CA
883559361RR0001,1,C,C170-1,ROCKY MOUNTAIN NATURALISTS CLUB,Rocky Mountain Naturalists Club,2023-03-04,1,PO BOX 791 STN MAIN,CRANBROOK,BC,V1C4J5,CA,,rmnmembership@gmail.com,www.rockymountainnaturalists.org
883675902RR0001,8,C,C170-1,"Organisme de bassins versants de Kamouraska, L'Islet et Rivière-du-Loup","Organisme de bassins versants de Kamouraska, L'Islet et Rivière-du-Loup",2017-11-07,2,555 RUE HUDON,SAINT-PASCAL,QC,G0L3Y0,CA,,,
883704611RR0001,10,C,C170-99,TROUT HOLLOW TRAILS ASSOC,BIGHEAD RIVER HERITAGE ASSOCIATION,2002-01-01,1,2 MIDDLE AVE,MEAFORD,ON,N4L1A8,CA,(519)538-5414,ADMIN@BIGHEADRIVER.ORG,WWW.BIGHEADRIVER.ORG
884111675RR0001,11,C,C170-1,YUKON FISH AND WILDLIFE ENHANCEMENT TRUST,YUKON FISH AND WILDLIFE ENHANCEMENT TRUST,1998-04-01,1,BOX 31022,WHITEHORSE,YT,Y1A5P7,CA,(867)335-9422,YFAWET@GMAIL.COM,WWW.YFWET.CA
884295817RR0001,11,C,C170-1,SHEDIAC BAY WATER SHED ASSOCIATION INC./L'ASSOCIATION DU BASSIN VERSANT DE LA BAIE DE SHEDIAC INC.,SHEDIAC BAY WATERSHED ASSOCIATION INC. / L'ASSOCIATION DU BASSIN VERSANT DE LA BAIE DE SHEDIAC INC.,2003-10-15,1,612 D MAIN ST,SHEDIAC,NB,E4P2H3,CA,(506)533-8880,SBWA@NBNET.NB.CA,WWW.SHEDIACBAYWATERSHED.COM
884545112RR0001,10,C,C170-99,BRUCE PENINSULA BIRD OBSERVATORY,BRUCE PENINSULA BIRD OBSERVATORY,2001-04-01,1,PO BOX 273,LION'S HEAD,ON,N0H2M0,CA,(519)470-1918,MARYHOUSTON@ROGERS.COM,WWW.BPBO.CA
885165027RR0001,11,C,C170-1,MID-VANCOUVER ISLAND HABITAT ENHANCEMENT SOCIETY,MID-VANCOUVER ISLAND HABITAT ENHANCEMENT SOCIETY,2003-05-01,1,P.O BOX 935,PARKSVILLE,BC,V9P2G9,CA,(250)752-9297,FCSMITH@TELUS.NET,WWW.MVIHES.BC.CA
885949933RR0001,11,C,C170-1,Environnement Nature Boucherville,ENVIRONNEMENT NATURE BOUCHERVILLE,2007-04-02,2,"490, CHEMIN DU LAC",BOUCHERVILLE,QC,J4B6X3,CA,(450)655-4942,INFO@ENB-INFO.ORG,WWW.INFO@ENB-INFO.ORG
886260611RR0001,10,C,C170-1,CHRISTINA LAKE STEWARDSHIP SOCIETY,CHRISTINA LAKE STEWARDSHIP SOCIETY,2001-01-02,1,BOX 373,CHRISTINA LAKE,BC,V0H1E0,CA,(250)447-2504,CLSS@SHAW.CA,LAKESTEWARD.CA
886276831RR0001,10,C,C170-1,WESTSHORE WATERSHED SOCIETY,Westshore Watershed Society,1997-04-01,1,1035 LOCH GLEN PL,VICTORIA,BC,V9B4N9,CA,(250)478-2652,ANELMS@TELUS.NET,MEMBERS.SHAW.CAWABBIT
886289438RR0001,11,C,C170-1,FRASER BASIN COUNCIL SOCIETY,FRASER BASIN COUNCIL SOCIETY,1998-12-24,1,470 GRANVILLE ST  1ST FLOOR,VANCOUVER,BC,V6C1V5,CA,(604)488-5350,,WWWW.FRASERBASIN.BC.CA
886495894RR0001,3,C,C170-1,ACTION COMMUNITERRE,ACTION COMMUNITERRE,1999-01-01,2,305 - 2247 AVENUE DE HAMPTON,MONTREAL,QC,H4A2K5,CA,(514)484-0223,INFO@ACTIONCOMMUNITERRE.QC.CA,WWW.ACTIONCOMMUNITERRE.QC.CA
886699636RR0001,11,C,C170-1,GREEN DURHAM ASSOCIATION INC.,GREEN DURHAM ASSOCIATION INC.,1998-08-14,1,1 - 3322 DURHAM RD 5,PICKERING,ON,L1Y0A5,CA,(905)649-1234,ADAM.CONYERS1@GMAIL.COM,WWW.GREENDURHAM.CA
886753615RR0001,11,C,C170-99,MILNER GARDENS AND WOODLAND SOCIETY,MILNER GARDENS AND WOODLAND SOCIETY,2001-04-01,1,2179 WEST ISLAND HWY,QUALICUM BEACH,BC,V9K1G1,CA,(250)752-8573,MILNERGARDENS@SHAW.CA,WWW.MILNERGARDENS.ORG
886765031RR0001,10,C,C170-1,SALMON RIVER ENHANCEMENT SOCIETY,SALMON RIVER ENHANCEMENT SOCIETY,1997-01-01,1,8193 231 ST,LANGLEY,BC,V1M0C4,CA,(604)836-1914,mmobrien@telus.net,WWW.SALMONRIVER.ORG
887119345RR0001,10,C,C170-1,THE BRANCHTON VILLAGE LAND TRUST INC.,THE BRANCHTON VILLAGE LAND TRUST INC.,1997-01-01,1,27 JENKINGS CRT.,BRANCHTON,ON,N0B1L0,CA,(519)624-0066,,
887174514RR0001,7,B,C170-99,THE SCOTIA CREEK FOUNDATION,THE SCOTIA CREEK FOUNDATION,2002-01-01,1,7121 NANCY GREENE DR,WHISTLER,BC,V8E0E7,CA,,,
887256030RR0001,3,C,C170-1,ALGONQUIN ECO WATCH GROUP,ALGONQUIN ECO WATCH GROUP,1997-03-11,1,"P.O. BOX 3, SITE 1, R.R. #1",SPRING BAY,ON,P0P2B0,CA,(705)377-5072,WILTON@AMTELECOM.NET,WWW.ALGONQUIN-ECO-WATCH.COM
887313237RR0001,10,C,C170-1,RSBC RIVERSHED SOCIETY OF BRITISH COLUMBIA,RSBC Rivershed Society Of British Columbia,1998-03-25,1,PO BOX 2062,LAKE COWICHAN,BC,V0R2G0,CA,(604)808-1515,info@rivershed.com,WWW.RIVERSHED.COM
887696136RR0001,3,C,C170-1,LA CORPORATION DU PETIT ET DU GRAND LAC DES CEDRES INC.,La corporation du petit et du grand lac des cèdres inc.,2021-12-23,2,"63 CH DU PETIT-LAC-DES-CEDRES, N",MESSINES,QC,J0X2J0,CA,,Lacsdescedres@gmail.com,www.aplcedres.ca/fr/
887750545RR0001,2,C,C170-1,ALBERTA RURAL SUSTAINABLE ALTERNATIVES NETWORK,ALBERTA RURAL SUSTAINABLE ALTERNATIVES NETWORK,1998-01-01,1,PO BOX 176,MUNDARE,AB,T0B3H0,CA,(780)764-2343,SLAV@ARSAN.CA,WWW.ARSAN.CA
887877819RR0001,10,C,C170-99,TALLGRASS ONTARIO,TALLGRASS ONTARIO,2002-01-01,1,306 - 47 COLBORNE ST,TORONTO,ON,M5E1P8,CA,(519)674-9980,INFO@TALLGRASS.ORG,WWW.TALLGRASSONTARIO.ORG
888019296RR0001,10,C,C170-1,MACKENZIE NATURE OBSERVATORY,MACKENZIE NATURE OBSERVATORY,1997-02-21,1,P.O. BOX 1598,MACKENZIE,BC,V0J2C0,CA,(250)997-6876,JLAMBIE@TELUS.NET,MACKENZIENATUREOBSERVATORY.CA
888055423RR0001,11,C,C170-1,BOAT BASIN FOUNDATION,BOAT BASIN FOUNDATION,1998-07-30,1,208 - 700 CHILCO ST,VANCOUVER,BC,V6G2R1,CA,(604)222-1004,BOATBASINFOUNDATION@GMAIL.COM,WWW.BOATBASIN.ORG
888123007RR0001,10,C,C170-1,FRIENDS OF THE PETAWAWA RESEARCH FOREST,FRIENDS OF THE PETAWAWA RESEARCH FOREST,2005-01-01,1,"1000 CLOUTHIER ROAD, R.R.#1, P. O. BOX 2000",CHALK RIVER,ON,K0J1J0,CA,(613)732-8402,RCUNNING@BELL.NET,www.friendsofprf.ca
888538642RR0001,10,C,C170-1,SPENCERVILLE MILL FOUNDATION,SPENCERVILLE MILL FOUNDATION,1984-01-01,1,BOX 215,SPENCERVILLE,ON,K0E1X0,CA,(613)345-1730,CMTHAIN@GMAIL.COM,SPENCERVILLEMILL.CA
888590007RR0001,10,C,C170-1,ST. MARGARET'S BAY STEWARDSHIP ASSOCIATION,ST. MARGARET'S BAY STEWARDSHIP ASSOCIATION,2005-09-22,1,1 - 5229 ST MARGARETS BAY RD,UPPER TANTALLON,NS,B3Z4R5,CA,(902)826-2837,SMBSTWARDSHIP@GMAIL.COM,WWW.HEARTOFTHEBAY.CA
888741220RR0001,11,C,C170-1,SEACHANGE MARINE CONSERVATION SOCIETY,SEACHANGE MARINE CONSERVATION SOCIETY,1999-12-14,1,10318 TSAYKUM RD,NORTH SAANICH,BC,V8L0A2,CA,(250)652-1662,SEACHANGE@SHAW.CA,WWW.SEACHANGESOCIETY.COM
888768413RR0001,8,C,C170-1,GREENEST CITY ENVIROMENTAL ORGANIZATION,GREENEST CITY ENVIRONMENTAL ORGANIZATION,2003-05-27,1,220 COWAN AVENUE,TORONTO,ON,M6K2N6,CA,(647)438-0038,ADMIN@GREENESTCITY.CA,WWW.GREENESTCITY.CA
888781028RR0001,11,C,C170-99,FRIENDS OF THE ROUGE WATERSHED INC.,FRIENDS OF THE ROUGE WATERSHED INC.,2001-04-01,1,2259 MEADOWVALE ROAD,SCARBOROUGH,ON,M1X1R2,CA,(416)208-0252,JIMROBB@FRW.CA,WWW.FRW.CA
888782570RR0001,10,C,C170-1,"ESCARPMENT BIOSPHERE CONSERVANCY, INC.","Escarpment Biosphere Conservancy, Inc.",1997-03-17,1,304 - 192 SPADINA AVE,TORONTO,ON,M5T2C2,CA,(888)815-9575,info@escarpment.ca,ESCARPMENT.CA
888887106RR0001,11,C,C170-1,WHEATLEY TWO CREEKS ASSOCIATION,Wheatley Two Creeks Association,2012-04-20,1,P O BOX 1011,WHEATLEY,ON,N0P2P0,CA,,,
888936929RR0001,10,C,C170-1,CHARLESTON LAKE ENVIRONMENTAL ASSOCIATION,CHARLESTON LAKE ENVIRONMENTAL ASSOCIATION,1999-08-19,1,PO BOX 609,ATHENS,ON,K0E1B0,CA,(613)924-2010,WAYNEROSE@RIPNET.COM,
889094959RR0001,10,C,C170-1,Société D'Aménagement du Parc des Iles de la Paix,SOCIETE D'AMENAGEMENT DU PARCDES ILES DE LA PAIX,1997-01-01,2,1 RUE HOTEL DE VILLE,LERY,QC,J6N1E8,CA,(450)691-4989,INFO@ILESDELAPAIX.CA,WWW.ILESDELAPAIX.CA
889115929RR0001,11,C,C170-1,NICOLA WATERSHED COMMUNITY ROUND TABLE SOCIETY,Nicola Watershed Community Round Table Society,2008-07-16,1,1901 PARKER DR,MERRITT,BC,V1K1J3,CA,(250)378-4577,SANFORD2@TELUS.NET,WWW.NWCRT.ORG
889216297RR0001,11,C,C170-1,LAND STEWARDSHIP CENTRE OF CANADA,LAND STEWARDSHIP CENTRE OF CANADA,1998-04-01,1,17503-45 AVE,EDMONTON,AB,T6M2N3,CA,,,
889410700RR0001,10,C,C170-1,CITIZENS FOR MARSHLAND CONSERVATION INC. / CITOYENS POUR LA CONSERVATION DES MARECAGES INC.,CITIZENS FOR MARSHLAND CONSERVATION INC./CITOYENS POUR LA CONSERVATION DES MARECAGES INC.,2008-03-14,1,PO BOX 602,LANCASTER,ON,K0C1N0,CA,(613)938-3611,JLEGAULT8@COGECO.CA,
889515839RR0001,11,C,C170-1,A.P.E.L.C. (Association pour la Protection de l'Environnement du Lac Cloutier),A.P.E.L.C. (ASSOCIATION POUR LA PROTECTION DE L'ENVIRONNEMENT DU LAC CLOUTIER),1998-10-27,2,C.P. 4254,SAINTE-BEATRIX,QC,J0K1Y0,CA,(514)592-6645,ALAIN_BISAILLON@HOTMAIL.COM,
889542197RR0001,4,C,C170-1,"RIVERS AND LAKES CONSERVATION FOUNDATION OF CANADA/FONDATIONPOUR LA PROTECTION DES FLEUVES, RIVIERES ET LACS DU CANADA","RIVERS AND LAKES CONSERVATION FOUNDATION OF CANADA/FONDATION POUR LA PROTECTION DES FLEUVES, RIVIERES ET LACS DU CANADA",1996-12-13,2,116 WELLINGTON,COATICOOK,QC,J1A2H7,CA,,,
889657201RR0001,11,C,C170-1,Le groupe Ambioterra,Le Groupe Ambioterra,2012-04-17,2,"624 RUE NOTRE-DAME, LOCAL 31",SAINT-CHRYSOSTOME,QC,J0S1R0,CA,(450)637-8585,INFO@AMBIOTERRA.ORG,WWW.AMBIOTERRA.ORG
889699468RR0001,10,C,C170-1,Big Country Regional Recycling Society,Big Country Regional Recycling Society,1992-05-01,1,BOX 1893,HANNA,AB,T0J1P0,CA,(403)854-3743,,
889830923RR0001,8,C,C170-1,ARCTIC BORDERLANDS ECOLOGICAL KNOWLEDGE SOCIETY,ARCTIC BORDERLANDS ECOLOGICAL KNOWLEDGE SOCIETY,2002-09-10,1,PO BOX 33251 RPO OGILVIE,WHITEHORSE,YT,Y1A6S1,CA,(867)633-6770,ARCTICBORDERLANDS@GMAIL.COM,WWW.ARCTICBORDERLANDS.ORG
889857736RR0001,6,C,C170-1,RICHIBUCTO RIVER ASSOCIATION,RICHIBUCTO RIVER ASSOCIATION,1997-04-01,1,3 RIVER ST,REXTON,NB,E4W2C9,CA,(506)523-6757,GBECK@ROGERS.COM,RRASSOC.ORG
889866067RR0001,9,C,C170-99,SAVE THE RICHMOND STREET FOREST,SAVE THE RICHMOND STREET FOREST,1995-07-26,1,"41 CARLTON STREET SOUTH, APT 8",THOROLD,ON,L2V1Z7,CA,(905)562-3746,INFO@CARLACARLSON.CA,
889901195RR0001,10,C,C170-1,PRINCE GEORGE RECYCLING & ENVIRONMENTAL ACTION & PLANNING SOCIETY (R.E.A.P.S.),PRINCE GEORGE RECYCLING & ENVIRONMENTAL ACTION & PLANNING SOCIETY,2005-02-10,1,PO BOX 444,PRINCE GEORGE,BC,V2L4S6,CA,(250)561-7327,GARDEN@REAPS.ORG,WWW.REAPS.ORG
889914131RR0001,7,C,C170-1,ECENECA-ENVIRONMENTAL CENTRE FOR NEW CANADIANS,ECENECA -ENVIROMENTAL CENTRE FOR NEW CANADIANS,2000-09-01,1,"511 RICHMOND STREET WEST, 1ST FLOOR",TORONTO,ON,M5V1Y3,CA,(416)760-2691,ECENECA@NETZERO.COM,WWW.ECENECA.ORG
889946141RR0001,11,C,C170-1,ALBERTA CONSERVATION ASSOCIATION,ALBERTA CONSERVATION ASSOCIATION,1998-04-01,1,101 - 9 CHIPPEWA ROAD,SHERWOOD PARK,AB,T8A6J7,CA,(780)410-1999,,AB-CONSERVATION.COM
